Time,Number of Animals,Average sense radius, Average speed,Average reproduction threshold,Average passed energy
299,8,6904.173,964.9081,69894.15,30076.33
300,8,6904.173,964.9081,69894.15,30076.33
301,8,6904.173,964.9081,69894.15,30076.33
302,8,6904.173,964.9081,69894.15,30076.33
303,8,6904.173,964.9081,69894.15,30076.33
304,8,6904.173,964.9081,69894.15,30076.33
305,8,6904.173,964.9081,69894.15,30076.33
306,8,6904.173,964.9081,69894.15,30076.33
307,8,6904.173,964.9081,69894.15,30076.33
308,9,6894.425,1038.698,70213.38,30049.79
309,9,6894.425,1038.698,70213.38,30049.79
310,9,6894.425,1038.698,70213.38,30049.79
311,9,6894.425,1038.698,70213.38,30049.79
312,9,6894.425,1038.698,70213.38,30049.79
313,9,6894.425,1038.698,70213.38,30049.79
314,9,6894.425,1038.698,70213.38,30049.79
315,9,6894.425,1038.698,70213.38,30049.79
316,9,6894.425,1038.698,70213.38,30049.79
317,9,6894.425,1038.698,70213.38,30049.79
318,9,6894.425,1038.698,70213.38,30049.79
319,9,6894.425,1038.698,70213.38,30049.79
320,9,6894.425,1038.698,70213.38,30049.79
321,9,6894.425,1038.698,70213.38,30049.79
322,9,6894.425,1038.698,70213.38,30049.79
323,9,6894.425,1038.698,70213.38,30049.79
324,9,6894.425,1038.698,70213.38,30049.79
325,9,6894.425,1038.698,70213.38,30049.79
326,9,6894.425,1038.698,70213.38,30049.79
327,9,6894.425,1038.698,70213.38,30049.79
328,9,6894.425,1038.698,70213.38,30049.79
329,9,6894.425,1038.698,70213.38,30049.79
330,9,6894.425,1038.698,70213.38,30049.79
331,9,6894.425,1038.698,70213.38,30049.79
332,9,6894.425,1038.698,70213.38,30049.79
333,9,6894.425,1038.698,70213.38,30049.79
334,9,6894.425,1038.698,70213.38,30049.79
335,9,6894.425,1038.698,70213.38,30049.79
336,9,6894.425,1038.698,70213.38,30049.79
337,9,6894.425,1038.698,70213.38,30049.79
338,9,6894.425,1038.698,70213.38,30049.79
339,9,6894.425,1038.698,70213.38,30049.79
340,9,6894.425,1038.698,70213.38,30049.79
341,9,6894.425,1038.698,70213.38,30049.79
