Time,Number of Animals,Average sense radius, Average speed,Average reproduction threshold,Average passed energy
537,11,6931.392,993.4305,69280.06,30211.27
538,11,6931.392,993.4305,69280.06,30211.27
539,11,6931.392,993.4305,69280.06,30211.27
540,11,6931.392,993.4305,69280.06,30211.27
541,11,6931.392,993.4305,69280.06,30211.27
542,11,6931.392,993.4305,69280.06,30211.27
543,11,6931.392,993.4305,69280.06,30211.27
544,11,6931.392,993.4305,69280.06,30211.27
545,11,6931.392,993.4305,69280.06,30211.27
546,11,6931.392,993.4305,69280.06,30211.27
547,11,6931.392,993.4305,69280.06,30211.27
548,11,6931.392,993.4305,69280.06,30211.27
549,11,6931.392,993.4305,69280.06,30211.27
550,11,6931.392,993.4305,69280.06,30211.27
551,11,6931.392,993.4305,69280.06,30211.27
552,11,6931.392,993.4305,69280.06,30211.27
553,11,6931.392,993.4305,69280.06,30211.27
554,11,6931.392,993.4305,69280.06,30211.27
555,11,6931.392,993.4305,69280.06,30211.27
556,11,6931.392,993.4305,69280.06,30211.27
557,11,6931.392,993.4305,69280.06,30211.27
558,11,6931.392,993.4305,69280.06,30211.27
559,11,6931.392,993.4305,69280.06,30211.27
560,11,6931.392,993.4305,69280.06,30211.27
561,11,6931.392,993.4305,69280.06,30211.27
562,11,6931.392,993.4305,69280.06,30211.27
563,11,6931.392,993.4305,69280.06,30211.27
564,11,6931.392,993.4305,69280.06,30211.27
565,11,6931.392,993.4305,69280.06,30211.27
566,11,6931.392,993.4305,69280.06,30211.27
567,11,6931.392,993.4305,69280.06,30211.27
568,11,6931.392,993.4305,69280.06,30211.27
569,11,6931.392,993.4305,69280.06,30211.27
570,11,6931.392,993.4305,69280.06,30211.27
571,11,6931.392,993.4305,69280.06,30211.27
572,11,6931.392,993.4305,69280.06,30211.27
573,11,6931.392,993.4305,69280.06,30211.27
574,11,6931.392,993.4305,69280.06,30211.27
575,11,6931.392,993.4305,69280.06,30211.27
576,11,6931.392,993.4305,69280.06,30211.27
577,11,6931.392,993.4305,69280.06,30211.27
578,11,6931.392,993.4305,69280.06,30211.27
579,11,6931.392,993.4305,69280.06,30211.27
580,11,6931.392,993.4305,69280.06,30211.27
581,11,6931.392,993.4305,69280.06,30211.27
582,11,6931.392,993.4305,69280.06,30211.27
583,11,6931.392,993.4305,69280.06,30211.27
584,11,6931.392,993.4305,69280.06,30211.27
585,11,6931.392,993.4305,69280.06,30211.27
586,11,6931.392,993.4305,69280.06,30211.27
587,11,6931.392,993.4305,69280.06,30211.27
588,11,6931.392,993.4305,69280.06,30211.27
589,11,6931.392,993.4305,69280.06,30211.27
590,11,6931.392,993.4305,69280.06,30211.27
591,11,6931.392,993.4305,69280.06,30211.27
592,11,6931.392,993.4305,69280.06,30211.27
